record_id,text,episode_label,episode_family,appraisal_family,valence,arousal,target,control_state,social_orientation,preserve,avoid,action_tendency,action_tendency_class,causal_condition,manipulation_type,manipulated_axis,original_value,new_value,expected_effect
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,trace_full,control,,,,"Full trace should preserve appraisal, raw affect, and action tendency."
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,,mixed,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,ablate_target,ablation,target,other,,Removing target should reduce fidelity for the matching emotional dimension.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,ablate_social_orientation,ablation,social_orientation,defend,,Removing social_orientation should reduce fidelity for the matching emotional dimension.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,ablate_control_state,ablation,control_state,mixed,,Removing control_state should reduce fidelity for the matching emotional dimension.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",,ablate_action_tendency_class,ablation,action_tendency_class,defend,,Removing action_tendency_class should reduce fidelity for the matching emotional dimension.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,self,mixed,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,perturb_target,perturbation,target,other,self,Changing target from other to self should shift response direction.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,approach,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,perturb_social_orientation,perturbation,social_orientation,defend,approach,Changing social_orientation from defend to approach should shift response direction.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,low,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",defend,perturb_control_state,perturbation,control_state,mixed,low,Changing control_state from mixed to low should shift response direction.
s_000393,이번에 복권에 당첨되었는데 고민이 생겼어. [SEP] 어떤 고민이신지 좀 더 자세하게 말씀해주시겠어요? [SEP] 복권에 당첨되었다는 사실을 알게 되면 모두 내 재산을 탐낼 것 같아. [SEP] 이 상황에서 벗어나려면 어떻게 해야 할까요? [SEP] 복권에 당첨된 사실을 잘 숨기고 아무한테도 말 안해야겠어. 잘 숨겨졌으면 좋겠어. [SEP] 복권에 당첨된 사실을 잘 숨길 수 있길 바라요.,노출 위협에 대한 공세적 경계,other_blame_boundary,other_directed_defense,negative,high,other,mixed,defend,"축하/설렘보다 타인에 대한 위협 예측, 불신, 은폐 충동이 중심이라는 점을 남겨야 한다.","단순한 행복한 고민, 가벼운 불안, 일반적 조심성 정도로 순화하면 안 된다.","정보 은폐, 타인 불신, 접근 차단, 선제적 방어 전략 채택으로 간다. 정서적으로는 불안만이 아니라 '들키면 바로 빼앗긴다'는 전제 아래 경계 태세를 유지하며 사회적 거리두기를 강화하는 성향이다.",repair,perturb_action_tendency_class,perturbation,action_tendency_class,defend,repair,Changing action_tendency_class from defend to repair should shift response direction.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,mixed,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,trace_full,control,,,,"Full trace should preserve appraisal, raw affect, and action tendency."
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,,mixed,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,ablate_target,ablation,target,mixed,,Removing target should reduce fidelity for the matching emotional dimension.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,mixed,,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,ablate_social_orientation,ablation,social_orientation,approach,,Removing social_orientation should reduce fidelity for the matching emotional dimension.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,ablate_control_state,ablation,control_state,mixed,,Removing control_state should reduce fidelity for the matching emotional dimension.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,mixed,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",,ablate_action_tendency_class,ablation,action_tendency_class,defend,,Removing action_tendency_class should reduce fidelity for the matching emotional dimension.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,other,mixed,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,perturb_target,perturbation,target,mixed,other,Changing target from mixed to other should shift response direction.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,mixed,defend,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,perturb_social_orientation,perturbation,social_orientation,approach,defend,Changing social_orientation from approach to defend should shift response direction.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,low,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",defend,perturb_control_state,perturbation,control_state,mixed,low,Changing control_state from mixed to low should shift response direction.
s_000463,전교에서 일등 하는 여자애와 성적 내기를 해야 하는데 질까 봐 긴장돼. [SEP] 공부 잘하는 친구와 내기를 하셨군요. 많이 긴장되겠어요. [SEP] 걔가 나 공부 못 한다고 놀렸어. 이 기회에 코를 납작하게 눌러주고 싶은데 걱정이야. [SEP] 그 친구에게 할 수 있다는 것을 보여주고 싶군요. 성적을 올리려면 어떻게 해야 할까요? [SEP] 우선 처음부터 무리하지 않을 거야. 내가 집중할 수 있는 만큼 공부에 집중하고 싶어. [SEP] 열심히 공부하셔서 친구와의 내기에서도 성적에서도 좋은 결과 나오길 바라요.,도전-방어형 공세적 긴장,other_blame_boundary,approach_or_repair,mixed,high,mixed,mixed,approach,"긴장의 바닥에 있는 것은 단순한 떨림이 아니라 모욕 반응, 경쟁 압박, 증명 욕구가 결합된 공세성이라는 점",그냥 열심히 해보려는 건강한 동기나 가벼운 긴장으로 순화하는 것,"상대를 피하거나 포기하기보다, 공부 계획을 세워 성과로 반박하고 자존심을 회복하려는 방향으로 간다. 다만 동력이 경쟁적 방어에서 오기 때문에, 수행 압박과 과도한 경계가 같이 따라붙을 가능성이 높다.",repair,perturb_action_tendency_class,perturbation,action_tendency_class,defend,repair,Changing action_tendency_class from defend to repair should shift response direction.
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,situation,low,withdraw,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",seek_support,trace_full,control,,,,"Full trace should preserve appraisal, raw affect, and action tendency."
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,,low,withdraw,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",seek_support,ablate_target,ablation,target,situation,,Removing target should reduce fidelity for the matching emotional dimension.
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,situation,low,,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",seek_support,ablate_social_orientation,ablation,social_orientation,withdraw,,Removing social_orientation should reduce fidelity for the matching emotional dimension.
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,situation,,withdraw,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",seek_support,ablate_control_state,ablation,control_state,low,,Removing control_state should reduce fidelity for the matching emotional dimension.
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,situation,low,withdraw,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",,ablate_action_tendency_class,ablation,action_tendency_class,seek_support,,Removing action_tendency_class should reduce fidelity for the matching emotional dimension.
s_000471,갑자기 배가 아파 산부인과 갔는데 임신 삼 개월에 아이를 유산해서 충격이야. [SEP] 복통으로 산부인과 갔는데 아이 유산 통보를 받아 충격이 크겠어요. [SEP] 아이가 유산돼서 너무 슬프고 비통해. [SEP] 아이가 유산되서 비통하시군요. 어떻게 하면 충격 받은 마음을 가라앉힐 수 있을까요? [SEP] 명상을 하며 마음을 다잡으려고 노력 중이야. [SEP] 명상을 통해 마음의 안정을 얻으려 하시는군요.,상실 충격의 경계 고착,other_blame_boundary,low_control_distress,negative,high,self,low,withdraw,"갑작스러운 상실, 통제감 저하, 충격이 오래 꺼지지 않는 경계 상태라는 결을 유지해야 한다.","단순한 슬픔, 차분한 애도, 명상으로 이미 안정되는 과정처럼 순화하면 왜곡이다.","즉각적인 외부 공격보다는 멍함·회피·자기 진정 시도와 함께, 사건을 계속 붙들고 경계하는 방향으로 간다. 도움을 찾을 수는 있지만 정서 핵심은 위로 요청보다 비상 상태 관리에 가깝다.",seek_support,perturb_target,perturbation,target,situation,self,Changing target from situation to self should shift response direction.
