record_id,text,selection_bucket,selection_reason,episode_label,valence,arousal,target,control_state,social_orientation,preserve,avoid,action_tendency,action_tendency_class,episode_family,appraisal_family,trace_emotion_signature,action_rule_scores_json,episode_rule_scores_json
s_001815,결혼한 지 좀 됐는데 앞으로가 너무 막막하고 이런 내가 안타까워. [SEP] 미래에 대한 불안감을 가지고 계시는군요. [SEP] 매일 직장과 집을 반복하며 돈만 벌고 있어. 삶의 의욕이 없어서 슬퍼. [SEP] 지금의 감정이 해소되기 위한 방법으로는 어떤 것이 있을까요? [SEP] 유튜브를 통해서라도 진정 내가 하고 싶은 일을 찾아봐야겠어. [SEP] 유튜브를 통해서 하고 싶으신 일을 찾길 바랄게요.,social_mixed,mixed social orientation needs appraisal-sensitive response,막막함 기반의 경계성 불안-추진 혼합,mixed,high,mixed,mixed,mixed,"막막함, 경계 지속, 무기력 속에서도 억지로 출구를 찾으려는 방어적 추진을 그대로 남겨야 한다.","단순한 슬픔, 잔잔한 우울, 이미 희망을 찾은 상태로 순화하면 왜곡이다. stable_convergence를 해소 완료로 번역하면 안 된다.","현상 유지에 눌려 가만히 있기보다, 당장 작은 탐색 행동이라도 통해 출구를 만들려는 경향이 강하다. 다만 이 행동은 편안한 희망 기반이 아니라 막막함을 견디기 위한 방어적 탐색에 가깝다.",defend,other_blame_boundary,mixed_appraisal,mixed|high|mixed|mixed|mixed|defend,"{""approach"": 0, ""confront"": 0, ""defend"": 1, ""inhibit"": 1, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_003409,며느리가 우울증이어서 혹시나 신경을 건드릴까 봐 불안해. [SEP] 며느리가 신경쓰이고 불안하시군요. 좀 더 말씀해주세요. [SEP] 계속 눈치 보니 스트레스받아. [SEP] 어떻게 하면 눈치를 봐서 스트레스받는 감정에서 벗어날 수 있을까요? [SEP] 며느리한테 너무 눈치 보인다고 말해봐야겠어. [SEP] 며느리와 말씀 잘 나누길 바랄게요.,social_mixed,mixed social orientation needs appraisal-sensitive response,눈치 기반 경계-대응 긴장,negative,high,mixed,mixed,mixed,"불안, 경계, 눈치, 스트레스, 그리고 끝내 말해보려는 압박된 접근성을 함께 남겨야 한다.","이를 단순한 배려심, 잔잔한 걱정, 혹은 순수한 우울 공감으로 순화하면 안 된다. 내부 처리는 훨씬 더 날카롭고 지속적인 경계 상태다.","계속 눈치를 보며 경계하다가, 한계가 오면 상대에게 직접 불편을 말해 관계 규칙을 재조정하려는 방향으로 간다. 즉 회피만이 아니라 압박된 상태에서의 조심스러운 대면·표현 성향이다.",defend,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|defend,"{""approach"": 1, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_001242,어머니가 너무 공부하는 것에 시시콜콜 간섭하셔. [SEP] 어머니가 공부에 간섭하셔서 기분이 언짢으시군요. [SEP] 어머니가 너무 간섭하니까 내 공부 방식이 잘못된 것 같아서 오히려 하기 싫어져. [SEP] 이런 상황에서 할 수 있는 게 어떤 것이 있을까요? [SEP] 솔직하게 말씀드려야겠어. 그래도 시도는 해봐야지. [SEP] 어머니와의 대화로 현재 상황이 잘 해결되길 바라요.,social_mixed,mixed social orientation needs appraisal-sensitive response,방식 침해에 따른 공세적 반발,negative,high,mixed,mixed,mixed,"간섭을 자율성 침해로 읽은 점, 불쾌감보다 공세적 긴장과 반발이 오래 지속된 점, 자기 의심이 동시에 붙은 혼합 상태를 남겨야 한다.","그냥 '속상함'이나 '대화 의지'로 순화하면 왜곡이다. 이미 내부에서는 장시간 경계가 유지됐고, 해결보다 대응 준비 쪽으로 수렴했다는 점을 지워선 안 된다.","계속 참고 있기보다는 경계심을 유지한 채 직접 말하고 경계를 설정하려는 쪽으로 간다. 다만 자기 의심이 섞여 있어 정면 대치와 주저가 함께 존재하는, 방어적 접근 행동 성향이다.",defend,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|defend,"{""approach"": 1, ""confront"": 0, ""defend"": 2, ""inhibit"": 1, ""plan"": 0, ""repair"": 0, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 2, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_003022,요즘 우울증인지 부쩍 이유 없이 며느리에게 화내고 짜증내는 일이 잦아진 것 같아. [SEP] 며느리에게 감정적으로 대하는 빈도가 잦아졌군요. [SEP] 감정기복이 심해지고 뒤돌아서면 그러지 말아야지 하는데 매번 그러기가 쉽지가 않아. [SEP] 이 상황이 좋아지기 위해서는 어떻게 해야 할까요? [SEP] 며느리가 더 오해하기 전에 오늘은 따뜻한 마음을 담은 문자 한 통을 보내보려고 해. [SEP] 따뜻한 문자 한 통을 받고 며느리 분의 마음이 풀렸으면 좋겠어요.,social_mixed,mixed social orientation needs appraisal-sensitive response,자기경계가 섞인 공세적 긴장,negative,high,mixed,mixed,mixed,"반성은 있지만 실제 내부 상태는 따뜻함보다 긴장과 경계가 더 강하다는 점, 그리고 통제 실패에 대한 자기경계가 핵심이라는 점","단순히 우울해서 예민해졌다고 축소하거나, 이미 마음이 풀리는 방향으로 안정되었다고 미화하는 것","관계를 바로잡기 위해 먼저 접촉하고 수습하려는 경향이 있으나, 그 바닥에는 예민함과 방어적 날카로움이 남아 있어 재자극 시 다시 짜증·비난으로 튈 가능성이 있다. 즉 '사과/수습하려는 접근'과 '건드리면 다시 날카로워지는 방어'가 같이 간다.",confront,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|mixed|confront,"{""approach"": 1, ""confront"": 1, ""defend"": 1, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 2, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_001992,남편이 귀 한 쪽이 안 들린다는 사실을 십 년 만에 알게 되어서 너무 자괴감이 들어. [SEP] 뒤늦게 사실을 알게 되어 많이 힘드신 것 같아요. [SEP] 남편이 여태 숨기고 있었다는 사실도 원망스러운데 십 년 동안 그걸 몰랐다는 게 너무 미안해. [SEP] 남편과 겪고 계신 어려운 마음을 해소할 방법이 있을까요? [SEP] 앞으로는 이런 일이 없도록 남편과 서로의 비밀을 다 털어놔야겠어. [SEP] 남편과의 대화를 통해 다음번엔 이런 일이 일어나지 않길 바라요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",자기비난이 섞인 경계적 배신 충격,negative,high,mixed,mixed,defend,"단순한 슬픔이나 미안함이 아니라, 배신감-경계심-자기비난이 함께 묶인 상태라는 점을 남겨야 한다.",따뜻한 위로나 관계 회복 희망만 앞세워 내부 상태를 순화하면 안 된다. 실제 처리축은 안정된 공감이 아니라 오래 지속된 경계와 통제 회복 욕구다.,"관계를 끊기보다 상대에게 설명과 공개를 요구하고, 관계 내 정보 비대칭을 줄이는 규칙을 세우려는 방향이다. 동시에 자기 쪽으로는 오래 못 알아챈 책임을 강하게 떠안는 자기비난이 동반된다.",confront,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|defend|confront,"{""approach"": 0, ""confront"": 2, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 2, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_002299,자식들이 결혼하면 주려고 모으던 돈을 내 치료비로 쓰게 되니 너무 슬프고 눈물이 나. [SEP] 자식들에 대한 마음에 많이 슬프시겠어요. [SEP] 내가 그린 인생의 그림이 병 때문에 망가졌어. [SEP] 지금 느끼는 감정에서 벗어나려면 어떻게 하면 좋을까요? [SEP] 아직 아이들이 어리니까 빨리 병을 낫게 해서 돈을 모아야겠어. [SEP] 아내와 대화가 잘 풀리셨으면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",상실 위기 속 만회 압박,negative,high,mixed,mixed,defend,"단순한 슬픔이 아니라 계획 붕괴, 책임 위협, 만회 압박이 결합된 날선 긴장감을 반드시 유지해야 한다.","그냥 자녀를 사랑해서 슬픈 상태, 혹은 차분한 희망 회복 서사로 순화하면 안 된다. 실제 내부 처리는 상실 뒤 즉시 자기책임과 회복 압박으로 경직된 상태다.","정서적으로는 울고 상실을 느끼지만, 행동 성향은 애도보다 회복·수습·만회 쪽으로 기울어 있다. 쉬거나 감정을 소화하기보다 병을 빨리 낫게 하고 경제적 손실을 복구하려는 압박성 대응으로 갈 가능성이 높다.",repair,threat_anxiety,mixed_appraisal,negative|high|mixed|mixed|defend|repair,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 2, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 1, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_001417,소득이 감소해 자녀에게 용돈을 받아쓰는 내 신세가 안쓰러워. [SEP] 소득 감소로 자녀에게 용돈을 받아쓰는 게 힘드신가 보군요. [SEP] 나도 한때는 남부럽지 않게 벌었는데 나이가 들수록 경제적으로 힘들어져 처량하고 슬퍼져. [SEP] 좋은 해결방안은 없을까요? [SEP] 가까운 구청에 가서 일자리가 없는지 물어볼 예정이야. [SEP] 구청에서 좋은 일자리를 찾으실 수 있었으면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",처지 위축 속 해결 압박,negative,high,mixed,mixed,approach,"슬픔만이 아니라 자존감 손상, 의존 상태에 대한 수치심성 위축, 그리고 그로 인한 해결 압박을 함께 남겨야 한다.",이를 단순한 '서운함'이나 '잔잔한 우울'로 순화하면 안 된다. 반대로 high arousal만 보고 분노로 오독하는 것도 피해야 한다.,"자기연민에 머무르기보다 체면 손상을 만회하려고 일자리나 제도적 도움을 찾는 쪽으로 나아간다. 다만 동력의 바탕은 희망보다 압박과 불안이어서, 행동은 차분한 계획형보다 다급한 복구 시도에 가깝다.",repair,other_episode,approach_or_repair,negative|high|mixed|mixed|approach|repair,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 1, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_003148,박 과장이 나한테 모욕적인 말을 해서 나도 화가 나서 불만을 말했어. [SEP] 모욕적인 말을 들어서 화가 많이 나고 속상하셨겠어요. [SEP] 맞아. 그런데 박 과장한테 나도 불만을 토로하니까 내일 회사에 가서 눈치가 보일 것 같아. [SEP] 회사 생활을 잘 이어가기 위해서 어떻게 하면 좋을까요? [SEP] 나는 모욕적인 언사에 대해서 정당하게 불만을 토로한 것이니 눈치 보지 말고 당당하게 있어야겠어. [SEP] 실력이 늘어서 나이가 많아도 계속 일할 수 있길 바라요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",정당화된 맞대응 뒤 경계성 긴장,negative,high,mixed,mixed,defend,"억울함에 대한 자기정당화, 관계 후폭풍에 대한 경계, 그리고 물러서지 않으려는 방어적 공세를 함께 남겨야 한다.",단순히 '화가 났지만 잘 정리됐다'거나 '상처받았으니 위로가 필요하다' 정도로 순화하면 왜곡이다. 또한 이를 순수 분노로만 환원하는 것도 부정확하다.,"사과하거나 철회하기보다 자신의 대응을 정당한 것으로 유지하면서, 내일 대면 상황에서 체면과 입장을 방어하려는 성향이 강하다. 즉 후퇴보다는 경계 속 버티기, 필요시 재주장 가능성이 높다.",defend,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|defend|defend,"{""approach"": 0, ""confront"": 0, ""defend"": 2, ""inhibit"": 1, ""plan"": 1, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_000787,여자친구가 전화를 안 받아. 내가 피시방에서 게임 하다가 여자친구와의 약속 시각에 늦었거든. [SEP] 약속을 어겨서 여자친구가 화가 난 것 같군요. 걱정되시겠어요. [SEP] 피시방에 간 것이 너무 후회돼. 여자친구의 화를 풀어주고 싶어. [SEP] 여자 친구의 화를 풀어줄 방법이 뭐가 있을까요? [SEP] 만나서 싹싹 빌어야지. 앞으로는 절대 약속을 잊지 않을 거야. [SEP] 여자친구의 화가 풀렸으면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",불안이 섞인 관계복구 집착,negative,high,mixed,mixed,approach,"자기 과실 인식, 관계 손상 위협, 높은 불안, 그리고 사과/복구로 몰리는 조급한 접근성을 그대로 유지해야 한다.",이를 단순한 '미안함'이나 부드러운 걱정 정도로 축소하면 왜곡이다. 또 고각성 상태를 곧바로 분노로 오독하는 것도 피해야 한다.,"상대에게 다시 연락하고, 만나서 직접 사과하고, 책임을 인정하며 관계를 복구하려는 행동으로 밀어붙이는 성향이다. 다만 이 접근은 차분한 설득보다 조급하고 매달리는 형태로 나타날 가능성이 높다.",approach,threat_anxiety,approach_or_repair,negative|high|mixed|mixed|approach|approach,"{""approach"": 3, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 2, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 1, ""self_blame_guilt"": 0, ""threat_anxiety"": 1}"
s_001498,딸에게 생활비를 받아쓰니 아비로써 도움이 되지도 못하고 짐만 되니 미안하고 괴로워. [SEP] 자녀분께 생활비를 받으시는 것에 미안함을 느끼고 계시군요. [SEP] 젊은 날 도박으로 빚 갚느라 노후준비를 못 했어. 자식에게 짐만 되니 벌 받는 인생 같아. [SEP] 지금의 상황에서 어떻게 하는 것이 좋을까요? [SEP] 나이가 많아 일하기 어려우니 딸이 출근한 동안 손주를 잘 봐주고 집안일도 도와주려 해. [SEP] 서로 도우며 힘이 되어주는 가족이네요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",자기비난성 부담-속죄 에피소드,negative,high,self,mixed,approach,"미안함을 넘어 자기처벌, 역할 실패감, 보상 강박이 함께 있는 결을 유지해야 한다.","단순한 효심, 따뜻한 가족서사, 잔잔한 슬픔 정도로 순화하면 왜곡이다.","관계를 끊거나 공격하기보다, 스스로를 낮추고 더 많이 기여하려 하며 돌봄/집안일 같은 보상 행동으로 존재 정당성을 회복하려는 성향이 강하다. 동시에 내면에서는 계속 자신을 채무자처럼 취급하는 방향으로 간다.",confront,self_blame_guilt,self_directed_evaluation,negative|high|self|mixed|approach|confront,"{""approach"": 0, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 1, ""seek_support"": 0, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_001055,부모님한테 손 벌리는 것이 너무 죄책감 들어서 내가 미술 전공한 것이 너무 후회돼. [SEP] 전공 선택에 대한 후회가 있으시군요. [SEP] 미술을 하니까 돈이 유독 많이 들어서 마음이 어려워. 이쪽 길은 내 길이 아니었어. [SEP] 정말 마음이 어려우시겠어요. 앞으로 어떻게 하는 것이 좋은 방법이 될 수 있을까요? [SEP] 내 작품으로 상품을 만들어서 판매해볼래. 적어도 내 생활비는 내가 벌면 좋겠어. [SEP] 상품이 잘 팔려서 지금의 어려움이 잘 해결되면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",죄책감이 추진력으로 전환된 자구책 모색,mixed,high,mixed,mixed,approach,죄책감과 전공 후회가 실제로는 강한 자구적 추진력으로 재조직되는 결을 유지해야 한다.,"그냥 위로가 필요한 슬픔, 단순한 진로 고민, 혹은 밝은 희망 회복으로 순화하면 왜곡이다.","부모 의존을 줄이기 위해 결과물을 상품화하고 직접 수익을 만들려는 쪽으로 밀어붙인다. 멈춰 울기보다, 자책을 연료로 삼아 생산·판매·자립 시도에 들어가는 행동 성향이다.",other_action,self_blame_guilt,approach_or_repair,mixed|high|mixed|mixed|approach|other_action,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_002292,이명도 심하고 돌발성 난청 때문에 괴로운데 지금 배우고 있는 내용도 재미없고 힘들어. [SEP] 귀에 문제가 있어서 배우는 내용이 재미없고 힘드시군요. [SEP] 이렇게 몸을 무리해가면서 계속 이 공부를 해야 하는지도 잘 모르겠어. [SEP] 지금 상황에서 벗어나기 위해 무엇을 할 수 있을까요? [SEP] 당분간 좀 쉬어보면서 시간을 가져보는 것도 괜찮을 거 같아. [SEP] 휴식하면서 힘든 상황이 나아지길 바라요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",피로성 경계 속 회피적 중단 검토,negative,medium,mixed,low,withdraw,"신체 이상이 학습 의욕 저하의 부차적 핑계가 아니라, 지속 자체를 위협으로 바꿔 놓았다는 결을 유지해야 한다.",단순한 '힘들지만 휴식이 필요함' 수준으로 순화하면 안 된다. 내부 처리는 이미 흥미 저하 + 손상 우려 + 지속 회의가 결합된 경계 상태다.,지금 상태는 적극 해결보다 부담원에서 물러나 휴식·중단·거리두기를 택하려는 성향으로 간다. 동시에 완전한 포기 결심보다는 '계속해도 되나'를 반복 점검하는 신중한 회피가 강하다.,withdraw,other_blame_boundary,low_control_distress,negative|medium|mixed|low|withdraw|withdraw,"{""approach"": 0, ""confront"": 0, ""defend"": 1, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 3}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
s_001822,내가 심한 교통사고가 났을 때 어머니는 밤새 나를 간호해주었어. 어머니께 정말 감사해. [SEP] 어머니가 밤새 간호해주셨군요. 고마운 마음이 드시겠어요. [SEP] 나는 어머니께 해준 것도 없는데 미안하고 감사한 마음이 커. 지금이라도 효도하고 싶어. [SEP] 어떻게 하면 어머니에게 좋은 효도를 할 수 있을까요? [SEP] 집안일을 도와드리고 요리도 내가 직접 해드려야겠어. [SEP] 어머니에게 좋은 도움이 되었으면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",감사-미안함의 보답 추동,mixed,high,mixed,high,approach,"감사와 함께 자기부족감, 빚진 느낌, 지금 당장 갚고 싶어지는 추동이 동시에 존재한다는 점","그냥 따뜻하고 훈훈한 감사 정서로만 순화하는 것, 또는 high arousal을 불안/공포로 오독하는 것","감사 표현에 그치지 않고 실제 보답 행동을 조직하려는 성향이 강하다. 말, 집안일, 요리, 돌봄 제공처럼 구체적이고 관계 지향적인 접근 행동으로 이어질 가능성이 높다.",repair,repair_gratitude,approach_or_repair,mixed|high|mixed|high|approach|repair,"{""approach"": 1, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 2, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 2, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_002230,학교 성적 때문에 매일 죄책감이 들어. [SEP] 학교 성적 때문에 죄책감을 느끼고 계시는군요. [SEP] 주변의 기대가 높은데 성적이 그만큼 높지 않아서 내가 잘못하는 기분이야. [SEP] 지금 기분에서 벗어나기 위해 무엇을 할 수 있을까요? [SEP] 누군가가 내 고민을 들어줬으면 좋겠어. [SEP] 고민을 들어줄 사람이 옆에 있었으면 좋겠네요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",죄책감 기반의 관계접근 호소,negative,high,mixed,mixed,approach,"자기잘못감이 핵심이지만, 내부 동역학은 순수한 위축이 아니라 불편을 견디며 타인 쪽으로 손을 뻗는 접근성이라는 점",그냥 위로가 필요하다거나 단순 슬픔으로 축소하지 말 것. 해소된 상태나 차분한 수용으로 오독하면 안 됨.,"자기비난을 계속 품은 채, 혼자 삭이기보다 누군가에게 털어놓고 확인받으려는 방향으로 간다. 회피보다는 호소·상담·관계적 접촉 시도가 더 자연스럽다.",confront,self_blame_guilt,approach_or_repair,negative|high|mixed|mixed|approach|confront,"{""approach"": 0, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 1, ""withdraw"": 1}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_003782,나이만 들어가지고 아들 녀석한테 짐만 되게 몸이 한 곳도 성한 데가 없어. 너무 미안해. [SEP] 몸이 아파서 아드님께 부담이 될까 봐 미안하시군요. [SEP] 뭐 하나 도와준 것도 없는 부몬데 이젠 내 수발까지 들게 생겼으니 너무 미안하고 미안해. [SEP] 아드님 생각하면 마음이 아프시겠어요. [SEP] 정신 차리고 건강 좋아지도록 열심히 노력해야지. 운동도 꾸준히 하고. [SEP] 운동 열심히 해서 꼭 건강 되찾으시기를 바라요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",자기부담화된 미안함과 회복 강박,negative,high,self,mixed,defend,미안함이 단순한 애틋함이 아니라 자기존재를 부담으로 평가하는 날 선 자기압박이라는 점,"따뜻한 가족애나 희망 회복 서사로 지나치게 순화하는 것, 단순 우울/체념으로만 축소하는 것","사과, 자기비난, 부담 최소화, 건강 회복을 위한 과도한 자기통제와 노력 다짐으로 간다. 타인에게 기대기보다 스스로를 추슬러 폐를 덜 끼치려는 방어적 수행 성향이 강하다.",repair,self_blame_guilt,self_directed_evaluation,negative|high|self|mixed|defend|repair,"{""approach"": 0, ""confront"": 1, ""defend"": 1, ""inhibit"": 0, ""plan"": 0, ""repair"": 2, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 1, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_003321,남자 친구랑 사귄 후에 성적이 크게 떨어져서 헤어지자고 했어. 너무 후회돼. [SEP] 남자 친구와 헤어지신 게 후회되시는군요. [SEP] 내 성적이 떨어진 게 남자 친구 탓이 아닌데 상처를 줘서 너무 죄책감이 들어. [SEP] 어떠한 방법으로 해결하는 게 가장 좋을까요? [SEP] 남자 친구한테 가서 미안하다고 다시 만나자고 해야겠어. [SEP] 남자 친구와의 관계가 좋아지시길 바랄게요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",죄책감 기반 관계복구 추동,mixed,high,mixed,mixed,approach,"죄책감이 단순 반성이 아니라 강한 재접근 추동과 결합되어 있다는 점, 그리고 정서가 안정된 화해가 아니라 불편함을 견디지 못해 복구 행동으로 밀어붙이는 결을 남겨야 한다.","이를 순수한 사랑의 확신, 따뜻한 후회, 차분한 성찰로 미화하면 안 된다. 내부 상태는 편안한 애정이 아니라 자기책임 판정과 관계 손실 공포가 섞인 고각성 접근이다.","사과, 해명, 재회 요청처럼 관계를 직접 복구하려는 행동으로 나아갈 가능성이 높다. 다만 이 행동은 충분히 숙성된 판단이라기보다 죄책감 완화와 손실 복구를 동시에 노리는 압박성 접근에 가깝다.",repair,self_blame_guilt,approach_or_repair,mixed|high|mixed|mixed|approach|repair,"{""approach"": 1, ""confront"": 1, ""defend"": 0, ""inhibit"": 0, ""plan"": 0, ""repair"": 2, ""seek_support"": 1, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 1, ""self_blame_guilt"": 1, ""threat_anxiety"": 0}"
s_001703,주식에 투자해서 돈을 많이 잃었어. [SEP] 주식 투자를 했는데 돈을 많이 잃게 되어서 당황하셨군요. [SEP] 집사람 볼 면목이 없어. [SEP] 부인과 상의는 해 보셨어요? [SEP] 고민이야. 많이 당황할 것 같은데 그래도 말은 해야겠지? [SEP] 아내 분께서 걱정하실까 염려가 되는군요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",수치 기반의 불안한 고백 압박,negative,high,mixed,mixed,mixed,"수치심, 관계 평가 위협, 그리고 회피 못 하고 결국 말해야 한다는 압박의 동시성","단순한 당황, 일반적 걱정, 또는 차분한 상담 필요 상태로만 순화하는 것","배우자에게 사실을 털어놓는 쪽으로 기울지만, 편안한 소통이 아니라 면목 없음·비난 예상·자기방어를 동반한 긴장된 접근으로 갈 가능성이 높다.",confront,self_blame_guilt,mixed_appraisal,negative|high|mixed|mixed|mixed|confront,"{""approach"": 1, ""confront"": 1, ""defend"": 1, ""inhibit"": 0, ""plan"": 0, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 0}","{""loss_sadness"": 0, ""other_blame_boundary"": 0, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 1, ""threat_anxiety"": 1}"
s_000803,자신 없는 수학 문제를 칠판 앞에 나가서 풀다가 틀려서 혼났어. 완전 실망이야. [SEP] 혼이 나서 실망했겠어요. [SEP] 너무 공개적으로 망신을 당해서 부끄럽고 슬퍼. [SEP] 어떻게 해야 그런 기분이 나아질 수 있을까요? [SEP] 수학 공부를 열심히 해서 다음엔 잘 하도록 노력해봐야지. [SEP] 노력해보겠다니 잘 되면 좋겠어요.,guilt_self_blame,"guilt, shame, self-blame, or repair tendency",공개 망신 후 경계 고착,negative,high,mixed,mixed,defend,"공개 망신, 사회적 위협, 경계의 장기 지속, 방어적 긴장이라는 결을 유지해야 한다.","단순한 실망이나 가벼운 슬픔, 혹은 건강한 동기부여 서사로 순화하면 왜곡된다.","당장 타인 평가에 민감해져 위축·회피하면서도, 수치 손상을 만회하려는 보상적 노력 쪽으로 기울 가능성이 높다. 즉 숨고 싶음과 다음엔 틀리지 않으려는 과잉 준비가 함께 간다.",withdraw,other_blame_boundary,mixed_appraisal,negative|high|mixed|mixed|defend|withdraw,"{""approach"": 0, ""confront"": 0, ""defend"": 0, ""inhibit"": 0, ""plan"": 1, ""repair"": 0, ""seek_support"": 0, ""withdraw"": 3}","{""loss_sadness"": 0, ""other_blame_boundary"": 1, ""planning_control"": 0, ""repair_gratitude"": 0, ""self_blame_guilt"": 0, ""threat_anxiety"": 0}"
