text,label,persona_id,talk_id,profile_id,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,dopamine,serotonin,norepinephrine,melatonin
요즘 청년 실업률이 너무 심각한 거 같아. 취업해야 하는데 기업들이 채용을 많이 하지를 않아. [SEP] 청년 실업률의 심각성에 대해서 고민이시군요. [SEP] 기업들이 채용을 늘려야 청년들이 직장을 다니고 경제도 활성화가 될 텐데 채용의 기회조차 줄어드니 화가 나는 거지. 복지도 좋지만 기업 채용을 늘려주는 정책들이 생겼으면 좋겠어. [SEP] 기업 채용을 늘려주는 정책이 생겼으면 좋겠다고 생각하시는군요.,E10,Pro_05341,Pro_05341_00037,Pro_05341,-0.019219292,-0.23819168,-0.28174117,-0.2881731,0.16236648,0.07649511,-0.18951978,-0.04569799,0.046563577,0.2723864,0.021371039,-0.18669678,-0.12610717,-0.08440252,-0.128024,0.021944692,-0.11277531,-0.27683213,-0.22640747,0.11645364,-0.016666584,0.008929697,-0.09349155,-0.16994354,-0.16317694,-0.11197541,-0.34645233,0.18122864,-0.27839822,0.25623342,-0.29573214,-0.05259404,-0.22241013,-0.03186066,0.07677053,0.37773946,0.089830324,0.08149586,-0.16410898,0.012440452,-0.24383856,0.2699792,-0.11799384,-0.05453063,-0.09937878,-0.022128202,0.080558695,-0.110304564,0.0656799,-0.10297783,-0.55366564,0.12496833,0.2392234,-0.396578,-0.15830919,-0.04237243,0.13742082,-0.17841889,0.2855914,0.025790734,-0.025417103,0.22995533,0.1573327,0.12989123,0.18508704,0.24571887,0.5228317,0.35598856
직장에서 부당한 일을 겪어서 너무 화가 나. [SEP] 부당한 일을 당해서 속상하시군요. 주변 사람에게 말해보면 감정이 조금은 나아질까요? [SEP] 이미 주변 사람에게 말해봤는데 반응은 다 나보고 그냥 참고 넘어가라는 말밖에 없어. 내 이야기에 공감해 주는 사람이 없어서 더 화가 나는 것 같아. [SEP] 사람들이 공감해주지 않아서 더 화가 나는군요.,E10,Pro_05341,Pro_05341_00051,Pro_05341,0.04814875,-0.28995895,-0.30113444,-0.40598541,0.24640079,0.057729956,-0.20550427,-0.0012729496,0.06447362,0.30848533,0.06462879,-0.15187024,-0.12729853,-0.15003707,-0.22031927,-0.03757261,-0.16348137,-0.2618872,-0.21018578,0.22568892,0.08626205,-0.010014832,-0.10035329,-0.13556118,-0.2256188,-0.13555008,-0.3140584,0.18306075,-0.31231102,0.2306654,-0.3667063,-0.03535254,-0.19444335,0.1238848,0.05708791,0.39722806,0.09155633,0.09414769,-0.15688583,0.04440781,-0.28567722,0.28417048,-0.07112915,-0.0385689,-0.092040636,0.032770608,0.0066853436,-0.11822898,0.13243434,-0.078455694,-0.5881182,0.10342253,0.34490553,-0.5062785,-0.13225164,0.06514815,0.24248278,-0.2024723,0.28420138,0.0039802915,-0.059546035,0.36195508,0.17064849,0.12911125,0.06198445,0.18917006,0.63936293,0.39181837
오늘 엄마랑 진로 문제로 크게 싸웠어. 그래서 너무 화가 나. [SEP] 어머니랑 진로 문제로 싸우셨군요. 자세하게 알려주실 수 있나요? [SEP] 나는 미술 쪽으로 가고 싶은데 엄마는 안정적인 공무원으로 진로를 잡기를 원하셔. 자식이 고생하지 않기를 바라는 엄마의 마음은 한편으로는 이해가 되지만 그래도 속상해. [SEP] 엄마는 안정적인 공무원을 원하시는군요. 이해는 되지만 속상한 기분이 드시는군요.,E10,Pro_05341,Pro_05341_00035,Pro_05341,-0.01496314,-0.29454273,-0.29968995,-0.38212842,0.2061345,0.10350961,-0.17791852,-0.021136187,0.061921854,0.3092964,0.08329893,-0.16700885,-0.11401298,-0.11919589,-0.16617799,0.022305882,-0.13741806,-0.29180214,-0.20535664,0.15478526,0.038792033,0.023741623,-0.07718518,-0.1371555,-0.17064181,-0.118575,-0.3554425,0.2137031,-0.29839215,0.23679087,-0.3675417,-0.08947154,-0.23001757,0.039114505,0.07147857,0.3997077,0.05226224,0.11823957,-0.1593326,0.014170957,-0.2869599,0.26155987,-0.12196813,-0.09731359,-0.08048138,-0.013700195,0.058416493,-0.111491896,0.1168713,-0.107310005,-0.5858797,0.11084319,0.29690742,-0.45155853,-0.10389394,0.029878762,0.16526347,-0.2157686,0.3028061,0.020737512,-0.04249161,0.31586814,0.19202836,0.14556125,0.10786876,0.29260737,0.59960645,0.3589177
오늘 면접은 너무 망했어! [SEP] 면접 때 무슨 일이 있으셨나요? [SEP] 낙하산이 있었던 것 같아. 모두 그 사람한테만 말을 걸고 웃고! [SEP] 좋지 않은 일이 있어서 기분이 안 좋으셨군요.,E10,Pro_05341,Pro_05341_00034,Pro_05341,-0.044325963,-0.26611805,-0.27941608,-0.25825742,0.14230815,0.110576354,-0.20097262,-0.07107679,0.050891392,0.27405664,0.014341868,-0.21554038,-0.12480841,-0.073372565,-0.109843306,0.06981354,-0.120165735,-0.30818322,-0.23284946,0.071215704,-0.04253088,0.012347201,-0.07792736,-0.21285124,-0.1690456,-0.13033788,-0.37207156,0.17754224,-0.2967548,0.28290394,-0.30812874,-0.06985323,-0.2527787,-0.08351096,0.083500884,0.37977907,0.09980403,0.09317636,-0.16603598,-0.010488748,-0.24264699,0.27283415,-0.14171684,-0.06080019,-0.08912911,-0.03857105,0.106809884,-0.12058251,0.06604647,-0.11880321,-0.56136477,0.113775425,0.20326136,-0.3792158,-0.18009225,-0.06299428,0.099131115,-0.17560436,0.3106619,0.045302402,-0.030559584,0.20520803,0.16777335,0.12693554,0.24024586,0.27864105,0.5305286,0.3309033
부모님이 자꾸 취업하라고 잔소리해. 나도 아는데 자꾸 잔소리하니까 화가 나. [SEP] 취업하라는 잔소리 때문에 화가 나는군요. 어떻게 하면 괜찮아질까요? [SEP] 나도 취업하려고 면접까지 봤는데 떨어졌어. 이런 속상함을 부모님께 이야기해볼까? [SEP] 자신의 심정을 부모님께 이야기할까 고려 중이군요.,E10,Pro_05341,Pro_05341_00026,Pro_05341,0.04358267,-0.32613164,-0.31326318,-0.44648963,0.26561832,0.08102411,-0.20873958,0.0034295372,0.07356724,0.3336619,0.09510412,-0.15273649,-0.12703528,-0.1611629,-0.23384821,-0.025790611,-0.18044937,-0.28489947,-0.20857441,0.23359175,0.10443536,-0.0027521518,-0.0910181,-0.135279,-0.23181343,-0.14222248,-0.33494097,0.20354666,-0.3306075,0.23418741,-0.4062346,-0.059559967,-0.21221033,0.1413689,0.05975652,0.41803274,0.07723497,0.11232509,-0.16232446,0.03885023,-0.31651625,0.28765264,-0.08380835,-0.0640923,-0.083346486,0.031715844,0.0072858646,-0.12456439,0.15601353,-0.087878466,-0.61698157,0.098688334,0.3686176,-0.5323526,-0.11785544,0.08860692,0.25201163,-0.22414799,0.3050843,0.00517601,-0.06924785,0.39731345,0.19253384,0.14068289,0.04538636,0.22776729,0.6895628,0.39987653
이제 주변 친구들은 하나둘씩 다 취업에 성공하는데 아직 나만 못해서 불안해. 이러다 나만 못하는 것은 아닐까 걱정돼. [SEP] 친구는 이미 모두 취업했군요. 불안한 마음을 어떻게 해소하시고 계시나요? [SEP] 최대한 주변 소식을 듣지 않게 휴대전화를 잘 안 보고 있어. 취업 성공에만 집중하려고 노력하고 있기도 해. [SEP] 열심히 노력하고 계시네요. 얼른 좋은 결과가 있기를 응원할게요.,E30,Pro_05361,Pro_05361_00042,Pro_05361,-0.08848463,-0.25260887,-0.2789122,-0.23680066,0.11062203,0.13269123,-0.1782597,-0.08184223,0.045139417,0.27306342,0.02536421,-0.22136724,-0.11928751,-0.04450278,-0.06419567,0.10108955,-0.09336026,-0.32300064,-0.23333767,0.021865914,-0.08175118,0.03696106,-0.06821035,-0.20472938,-0.11894602,-0.10711277,-0.3999857,0.20358627,-0.2772884,0.283801,-0.29545233,-0.10452989,-0.2728266,-0.14688286,0.095811486,0.38380146,0.068889044,0.10220558,-0.17226337,-0.027700553,-0.24436438,0.2577266,-0.17692488,-0.10360121,-0.08790254,-0.07313149,0.14557609,-0.11252896,0.044510417,-0.13812421,-0.5593996,0.12936296,0.16889967,-0.3294474,-0.15940133,-0.09864478,0.045914464,-0.18525383,0.31756434,0.05177864,-0.01169338,0.16108935,0.1782725,0.14251065,0.27262047,0.35087985,0.48919696,0.3200627
나는 내 꿈이 무엇인지 몰라서 불안해. [SEP] 꿈이 무엇인지 모르셔서 불안하시군요. [SEP] 꿈은 모르겠지만 컴퓨터로 무언가를 작업할 때가 가장 재미있는 것 같아. [SEP] 진로는 불안하지만 흥미와 적성은 잘 알고 계시네요.,E30,Pro_05361,Pro_05361_00009,Pro_05361,-0.03330698,-0.24912454,-0.2746075,-0.2887835,0.15288085,0.092627056,-0.16594113,-0.044263147,0.04887328,0.2622184,0.034086607,-0.17985256,-0.10421122,-0.0930938,-0.12417727,0.04110761,-0.10520379,-0.26978776,-0.2020947,0.10365841,-0.00995323,0.022239389,-0.07614746,-0.15429482,-0.15064736,-0.11510418,-0.3343233,0.18044098,-0.27072814,0.23917237,-0.30646,-0.07009524,-0.2185017,-0.027858919,0.06972469,0.35685873,0.069572724,0.1040673,-0.14412467,0.005698764,-0.22543363,0.24484813,-0.119770795,-0.07007281,-0.08284705,-0.028867306,0.076078214,-0.10179419,0.078265876,-0.10304755,-0.5258651,0.10843478,0.2230162,-0.37752464,-0.123767,-0.017007621,0.10757434,-0.17857973,0.27996725,0.03357403,-0.026322091,0.23212825,0.16513889,0.124381855,0.16255373,0.262685,0.50531805,0.3123904
코로나 때문에 출근하는 것이 불안해. [SEP] 출근으로 인한 코로나 감염이 불안하신가 봐요. 불안한 상황을 극복할 방법이 있을까요? [SEP] 사장님께 재택근무를 요청해야겠어. [SEP] 감염의 불안을 줄이기 위해 재택근무 요청을 고려하시는군요.,E30,Pro_05361,Pro_05361_00054,Pro_05361,-0.010939412,-0.28549477,-0.28214312,-0.30904102,0.17792289,0.09830585,-0.1986024,-0.047808763,0.058434345,0.27949455,0.03168553,-0.1933261,-0.11581335,-0.10986683,-0.15515175,0.040827826,-0.1387941,-0.28804672,-0.21366408,0.12446403,0.010896948,0.0045230826,-0.07762298,-0.18795115,-0.19680747,-0.14281563,-0.34076843,0.16948652,-0.30537197,0.26030046,-0.33648315,-0.058169503,-0.22883044,-0.0015466987,0.068210065,0.37284416,0.098038614,0.10311579,-0.15078446,0.006479705,-0.24521665,0.26844028,-0.111332215,-0.048108485,-0.08092861,-0.010266962,0.06333699,-0.11893046,0.099836335,-0.101392135,-0.55652666,0.09575102,0.24689022,-0.42389497,-0.1566048,-0.0007999612,0.14193504,-0.1801692,0.29937607,0.036365088,-0.046497717,0.2672327,0.16988795,0.11908539,0.16840261,0.2386435,0.5683529,0.3278555
내년이 졸업인데 취업 문제 때문에 걱정이야. [SEP] 취업 때문에 걱정이 많으시군요. 어떤 부분이 가장 걱정되시나요? [SEP] 학점은 그다지 나쁘지는 않은데 워낙 실업률이 높아서 어찌 될지 모르겠어. [SEP] 높은 실업률에 취업 문도 좁아질까 더 불안하군요.,E30,Pro_05361,Pro_05361_00015,Pro_05361,-0.026376761,-0.24030843,-0.28756124,-0.3111262,0.16798337,0.081618614,-0.17958407,-0.03820568,0.047170416,0.28242996,0.040420968,-0.17872413,-0.124510616,-0.084184036,-0.1261767,0.020277446,-0.109135695,-0.28025317,-0.22339056,0.120298095,-0.012048362,0.01863578,-0.09173404,-0.15199196,-0.14816532,-0.10120454,-0.35503194,0.19934495,-0.27381042,0.24846081,-0.30557197,-0.06790089,-0.22559924,-0.026222417,0.07933275,0.38714874,0.07040961,0.08824117,-0.1674927,0.012618534,-0.2581338,0.26553383,-0.12617588,-0.0767221,-0.09870213,-0.027714374,0.08380329,-0.106829934,0.06918646,-0.10751165,-0.5633876,0.13153417,0.25188112,-0.40024447,-0.13775124,-0.03606323,0.13827007,-0.19173555,0.28787297,0.02160358,-0.021905951,0.24169819,0.1664436,0.14064026,0.16868505,0.27336758,0.5284784,0.3643368
직장 생활 육 개월 차인데 아직도 적응하기가 힘들어. 사회생활이 이렇게 괴롭고 슬픈 일이 많을 줄 몰랐어. [SEP] 회사에서 어떤 일이 있으셨나 보군요. 저에게 말씀해주실 수 있나요? [SEP] 입사하고 나서 정시에 퇴근한 적이 거의 없고 항상 야근만 했어. 근데 회사에서는 야근 수당도 주지 않아. [SEP] 일한 만큼의 보수를 주지 않아 몸도 피곤할 텐데 마음도 아주 속상하시겠어요.,E22,Pro_05353,Pro_05353_00023,Pro_05353,-0.00762069,-0.1475386,-0.30553028,-0.35268134,0.18883625,0.013661,-0.16426547,0.0010181625,0.027852451,0.29828972,0.053865757,-0.13472156,-0.15613511,-0.057557896,-0.11457154,-0.07196095,-0.07310328,-0.2467736,-0.24979325,0.1756441,-0.015979793,0.022667075,-0.1396482,-0.07212213,-0.091077685,-0.026097538,-0.3601932,0.2454246,-0.2230056,0.21991168,-0.250221,-0.051104568,-0.1954118,-0.002283299,0.09305434,0.42476556,0.03934544,0.04011308,-0.20511833,0.049871385,-0.29766914,0.28148073,-0.12055359,-0.0977604,-0.14500736,-0.026633685,0.08581391,-0.08903966,0.022963718,-0.1001259,-0.5929216,0.20188822,0.31421492,-0.41051733,-0.11771195,-0.07668774,0.20197093,-0.21353257,0.25480562,-0.024866052,0.013972807,0.24075831,0.14822963,0.17816603,0.12660229,0.27503455,0.49457374,0.47798207
이번 면접에 또 떨어져서 비통한 마음이야. [SEP] 면접에 떨어지셔서 비통하시군요. 면접 얘기를 좀 더 자세히 해 주시겠어요? [SEP] 아니 지나간 건 잊어버릴래. 아직 두 번의 면접이 남아 있거든. [SEP] 아직 두 번의 면접이 남아 있으시군요.,E22,Pro_05353,Pro_05353_00013,Pro_05353,-0.03782864,-0.2203608,-0.278794,-0.29859447,0.15215504,0.07843931,-0.15251753,-0.033594437,0.04228525,0.26505318,0.042640384,-0.16583617,-0.10893144,-0.081527025,-0.111961015,0.02140871,-0.08780758,-0.26053932,-0.2057767,0.11021789,-0.016669314,0.030336237,-0.08617824,-0.124954626,-0.121738575,-0.08834439,-0.3385592,0.19936201,-0.24999025,0.22702086,-0.28922018,-0.074229665,-0.21182232,-0.03066675,0.074765764,0.36566934,0.050556913,0.09504889,-0.15319404,0.0130833825,-0.23476295,0.2423174,-0.12446986,-0.08704247,-0.09399291,-0.0358118,0.08256845,-0.09315656,0.06258313,-0.10408415,-0.52992576,0.13020673,0.23408645,-0.36857134,-0.1070611,-0.030979589,0.11286569,-0.18711284,0.26972675,0.021690087,-0.012019275,0.22475533,0.16276696,0.13780797,0.15056896,0.2789172,0.48409513,0.33750772
나 너무 우울해. 회사에서 큰 실수를 했어. [SEP] 회사에서 실수해서 우울하시군요. 어떤 실수를 하셨는지 여쭤봐도 될까요? [SEP] 해야 하는 일이 있었는데 잊고 있다가 상사에게 크게 혼이 났어. 이렇게 혼난 건 처음이라 상처받았어. [SEP] 크게 혼난 게 처음이라 상처를 받으셨군요.,E40,Pro_05371,Pro_05371_00006,Pro_05371,-0.0800893,-0.19498639,-0.2656932,-0.23744036,0.10322937,0.094458066,-0.12945244,-0.05368812,0.033449974,0.24137788,0.028878532,-0.17767623,-0.09730509,-0.05085514,-0.060130477,0.05882167,-0.055049606,-0.26301864,-0.20155196,0.047622714,-0.066246614,0.048283733,-0.074908294,-0.12958631,-0.07794525,-0.07390401,-0.34905186,0.20094785,-0.22489472,0.2290318,-0.2550773,-0.092951395,-0.22289188,-0.10778345,0.081738956,0.3456532,0.03585868,0.09938389,-0.1475668,-0.0056358166,-0.2046629,0.22094978,-0.14969194,-0.10598767,-0.09054797,-0.06822802,0.11832799,-0.083255276,0.032897532,-0.11669043,-0.49610925,0.13556288,0.17085928,-0.29431042,-0.09918279,-0.073911734,0.04264596,-0.17632516,0.26590484,0.035099577,0.0069792964,0.15407701,0.15988703,0.137338,0.19906569,0.31924048,0.41257262,0.2998786
요즘 직장에서 너무 성가신 일이 많아서 스트레스를 많이 받고 있어. 새로 들어온 신입 직원이 일 처리를 제대로 못 해서 계속 내가 그 일을 다시 마무리해야 하는 게 너무 귀찮아. [SEP] 직장에서의 일로 스트레스를 받고 계시는군요. 신입 직원 때문에 많이 힘드시겠어요. 이 일을 어떻게 해결할 수 있을까요? [SEP] 내일 신입 직원과 함께 진중한 대화를 나눠볼 생각이야. [SEP] 진중한 대화를 통해 상황을 해결하려 하시는군요.,E19,Pro_05350,Pro_05350_00023,Pro_05350,-0.051836688,-0.23639058,-0.28576797,-0.27228907,0.14198032,0.0975208,-0.1868106,-0.059704278,0.043901168,0.28043792,0.02664494,-0.20125093,-0.13128838,-0.05890213,-0.09471037,0.049947657,-0.101328455,-0.3020033,-0.238616,0.07684583,-0.05147111,0.022755796,-0.08877433,-0.18157339,-0.13520929,-0.09953579,-0.3814999,0.20244041,-0.27516946,0.27146345,-0.29147685,-0.0779243,-0.24894963,-0.08970657,0.09075684,0.3932972,0.076785035,0.08384613,-0.17852503,-0.0035544967,-0.25754833,0.27128324,-0.15049645,-0.08397203,-0.10180438,-0.048302487,0.11712737,-0.11176001,0.048491087,-0.12223932,-0.57056856,0.13978001,0.21703961,-0.37034503,-0.1616652,-0.080594555,0.10455503,-0.18789877,0.30250314,0.032117955,-0.01425886,0.19755316,0.16745685,0.14446731,0.2293828,0.30424818,0.5103715,0.36214235
내 업무가 아닌 일을 자꾸 사수가 시키네. 정말 성가셔. [SEP] 내 업무가 아닌 일을 시키는군요. [SEP] 꾹 참고하는 데 이젠 한계에 온 것 같아. [SEP] 참으셨지만 한계가 왔군요.,E19,Pro_05350,Pro_05350_00003,Pro_05350,-0.033073846,-0.20197256,-0.2766582,-0.30754396,0.1544072,0.06448505,-0.13603127,-0.021006284,0.038853336,0.25829148,0.048238926,-0.14834587,-0.10272768,-0.0852579,-0.11368747,0.003104185,-0.076284066,-0.2402144,-0.19543831,0.124402046,-0.0073874556,0.034561,-0.089604065,-0.095121294,-0.10779621,-0.075359784,-0.32206216,0.2022318,-0.23279315,0.20669504,-0.27920488,-0.07148935,-0.19436432,-0.010917151,0.07030621,0.35673517,0.03684568,0.09423064,-0.14662501,0.022242462,-0.22694707,0.23115633,-0.114983834,-0.09067069,-0.095714636,-0.032903347,0.0716248,-0.08331641,0.060697846,-0.09679176,-0.5135037,0.13412689,0.24219957,-0.36329204,-0.08373958,-0.019378979,0.11777557,-0.18756971,0.25256938,0.01382069,-0.0060206186,0.22932929,0.15819249,0.13858801,0.11955663,0.27053928,0.46428102,0.3366958
회사 동료가 자꾸 나한테 뭔가를 물어봐. [SEP] 동료분이 자꾸 물어보시는군요. 좀 더 자세히 이야기해 주세요. [SEP] 물어보는 동안은 내 업무에 집중을 못 하게 되니까 성가셔. [SEP] 동료가 물어보는 동안 업무에 집중하지 못해 성가심을 느끼시는군요.,E19,Pro_05350,Pro_05350_00045,Pro_05350,-0.012349961,-0.21134903,-0.28370088,-0.3378952,0.17847608,0.05479922,-0.14640287,-0.009914345,0.0425093,0.27046573,0.05581974,-0.14103734,-0.10933307,-0.09904075,-0.13793434,-0.017831104,-0.09077935,-0.23814003,-0.19831622,0.1559005,0.01642696,0.0263342,-0.0964935,-0.08990414,-0.12652555,-0.07961768,-0.31747207,0.20350955,-0.24315067,0.20466414,-0.29404014,-0.06241094,-0.1882061,0.027142797,0.06750374,0.36791286,0.04238954,0.090801544,-0.1507099,0.03238601,-0.24309994,0.24185461,-0.102907345,-0.082886696,-0.09884742,-0.017451605,0.054571982,-0.08745051,0.073548086,-0.09065831,-0.53099996,0.13403678,0.27415183,-0.39806354,-0.08638958,9.948388e-05,0.15318331,-0.19384539,0.25351274,0.0057881013,-0.013911807,0.26272032,0.15929165,0.14036025,0.09458772,0.2521162,0.4978295,0.3587163
일이 참 귀찮게 됐어. [SEP] 무슨 일이 있으신가요? [SEP] 낙하산으로 들어온 신입사원이 우리 팀으로 배정받았어. 얘는 능력도 없는데 어떻게 가르치지? [SEP] 능력이 없는 부하 직원을 지도하느라 성가시겠어요.,E19,Pro_05350,Pro_05350_00026,Pro_05350,-0.035911653,-0.24099115,-0.28000662,-0.30233744,0.15696889,0.08899006,-0.16208516,-0.038399667,0.04706026,0.2700723,0.04341164,-0.17396367,-0.108855695,-0.088008836,-0.12036753,0.032255936,-0.10032167,-0.27103832,-0.2063633,0.108940415,-0.011210879,0.026813315,-0.08097322,-0.14123884,-0.13786298,-0.102281846,-0.34267437,0.19474386,-0.2647239,0.23580298,-0.305017,-0.07589687,-0.21968554,-0.02754134,0.073854364,0.36811957,0.05875881,0.100950815,-0.15215583,0.008610788,-0.23873751,0.24681912,-0.1252826,-0.08294316,-0.08846577,-0.032570206,0.080828585,-0.099568844,0.07343638,-0.10591164,-0.53763264,0.12055011,0.23484299,-0.38037944,-0.11595246,-0.022834247,0.11442644,-0.18750753,0.27997547,0.027168721,-0.020653265,0.23520583,0.16780697,0.13441174,0.15647438,0.27837223,0.5060183,0.3312139
왜 일은 나만 많을까? [SEP] 일이 많아서 힘드시군요. 좀 더 자세히 이야기해주시겠어요? [SEP] 회사에서 다른 사람이 못한 일을 자꾸 나에게 넘겨. [SEP] 다른 사람의 일까지 하게 되어 성가심을 느끼시는군요. 이 문제를 해결할 좋은 방법이 있을까요?,E19,Pro_05350,Pro_05350_00022,Pro_05350,0.24949795,0.064063594,-0.9281653,0.65320057,0.7887901,0.8906055,-0.39684975,-0.31982246,0.5121212,0.90545917,0.5108711,-0.07181658,0.95416903,-0.9130782,0.85766524,-0.1185255,-0.8676754,0.8029168,0.5581694,-0.6706947,0.5919,-0.31876332,-0.56239945,-0.9598811,-0.30199966,-0.79527783,-0.29053262,0.43380648,-0.9525696,-0.18851319,-0.82545155,0.88419455,-0.8989857,0.50843096,0.22441833,0.9518371,0.8636299,0.5266929,0.72498494,-0.30506635,-0.19130054,-0.5298467,-0.77500117,-0.117431216,0.57808405,-0.5707484,0.66592336,-0.88633865,0.67633957,-0.9569698,-0.103425264,0.4551429,0.8677167,-0.00042326,-0.609317,0.27734372,0.48282447,0.23027912,-0.06568228,-0.7815723,-0.69616413,-0.6232416,0.05578453,-0.6478965,0.23461054,0.26250252,0.6034796,0.36201206
우리 신입은 오늘도 그냥 넘어가는 법이 없어. [SEP] 회사에서 신입에 무슨 일이 있었나 보군요. [SEP] 일을 말끔하게 끝내질 못해서 항상 실수하니까 내가 손 봐줘야 하는 게 성가셔. [SEP] 신입의 실수를 손 봐줘야 하는 일이 잦아 많이 성가시겠군요.,E19,Pro_05350,Pro_05350_00024,Pro_05350,-0.007043126,-0.20793821,-0.28550935,-0.34876102,0.18495658,0.0488669,-0.1439285,-0.0034586836,0.042269792,0.27266008,0.06043508,-0.1341579,-0.109780245,-0.10240796,-0.14322849,-0.028102,-0.09047899,-0.23284107,-0.19683187,0.16702598,0.02396855,0.026322167,-0.09940076,-0.07931919,-0.12535346,-0.075559944,-0.31353742,0.20661065,-0.24035671,0.19855447,-0.29491124,-0.06076034,-0.18270078,0.04064141,0.06632803,0.36973906,0.038482506,0.089620896,-0.15102538,0.037253596,-0.246655,0.2415994,-0.09871244,-0.08409963,-0.10062043,-0.013868475,0.048704725,-0.085585356,0.0754391,-0.08793337,-0.53246266,0.13657351,0.28478283,-0.4047931,-0.07977099,0.006751677,0.16302118,-0.19671482,0.24950756,0.0011947186,-0.013422752,0.27178726,0.15893263,0.14238575,0.080261365,0.24845926,0.50058997,0.36584133
실습생 하나 담당하게 되었는데 기간이 꽤 길어서 신경 쓰이고 성가시네. [SEP] 실습생을 담당하게 되어 신경 쓰이시겠어요. [SEP] 아무래도 실습생이 보고 있으니 더 잘해야 하고 방법도 설명해 주어야 하고 그렇지. [SEP] 어떻게 하면 부담가지지 않고 실습생을 대할 수 있을까요?,E19,Pro_05350,Pro_05350_00019,Pro_05350,-0.06381712,-0.2072397,-0.2718254,-0.24756847,0.11904685,0.09000469,-0.15317626,-0.055106185,0.036860775,0.25304082,0.023127208,-0.1855493,-0.11076669,-0.055781864,-0.07663603,0.050148584,-0.07327258,-0.2730046,-0.21564357,0.06345514,-0.05836543,0.035053644,-0.082481444,-0.14979723,-0.10430982,-0.08514979,-0.35547188,0.19616558,-0.24364106,0.24432544,-0.26488525,-0.08036567,-0.22805217,-0.095663056,0.08338215,0.36066356,0.056372743,0.09021421,-0.15786642,-0.002064564,-0.22057162,0.24125543,-0.1443471,-0.08983463,-0.09607124,-0.05664732,0.11327305,-0.09401245,0.038199663,-0.11534782,-0.521195,0.1361039,0.18922831,-0.32527974,-0.12667857,-0.07516935,0.07097768,-0.17694545,0.27616864,0.032943226,-0.0018541531,0.17071247,0.15877575,0.13690816,0.20842686,0.30059493,0.44769156,0.32371676
난 정말이지 언제쯤 든든한 직장을 가질 수가 있을까. [SEP] 취업 문제로 인해 스트레스가 많은가 보네요. [SEP] 응. 너무 힘들어. 스트레스를 받아서 그만하고 싶어. 가족들 볼 면목도 없고. [SEP] 취업이 되지 않음으로 인해 가족들에게 미안한 감정까지 들었던 거군요.,E32,Pro_05363,Pro_05363_00007,Pro_05363,-0.052584313,-0.16080679,-0.2897225,-0.29655045,0.14250678,0.053788565,-0.14531206,-0.026776835,0.027719181,0.27569148,0.044919133,-0.15677394,-0.13303208,-0.042360004,-0.07509317,-0.0076977722,-0.05683965,-0.26088604,-0.23391977,0.105437964,-0.0533681,0.0403123,-0.11158454,-0.09678595,-0.069022655,-0.03738582,-0.36829683,0.23611462,-0.21789557,0.22744459,-0.24552427,-0.07878357,-0.21568498,-0.07217806,0.094087325,0.3968515,0.030115426,0.064795956,-0.18657613,0.020908987,-0.26243237,0.25483623,-0.14593902,-0.11425735,-0.124304906,-0.05607792,0.11508464,-0.0851848,0.016931552,-0.11446017,-0.55759054,0.18229258,0.24466959,-0.34727857,-0.1084771,-0.09336961,0.120448396,-0.20120268,0.26337403,0.0018497498,0.018096143,0.18733722,0.15575899,0.1674705,0.17393342,0.3177284,0.44749168,0.4056683
취업해야 하는데 요즘 구직 자리가 많이 없어서 너무 슬퍼. [SEP] 구직 자리가 많이 없어서 취업이 어려워 슬프시군요. [SEP] 앞으로 무슨 일을 하면서 살아야 하는지 모르겠어. 정말 걱정이야. [SEP] 앞으로의 진로 때문에 걱정과 고민이 많으시군요.,E20,Pro_05351,Pro_05351_00040,Pro_05351,-0.022238752,-0.19537196,-0.28003722,-0.33187887,0.16814026,0.052570235,-0.12882783,-0.006671743,0.038535584,0.26225516,0.059225917,-0.1326725,-0.10198373,-0.09354357,-0.1253541,-0.01814085,-0.07517148,-0.22783759,-0.1902029,0.14829767,0.009942923,0.035402745,-0.094684616,-0.07069213,-0.10455734,-0.066870436,-0.31218112,0.2087216,-0.22610292,0.19186868,-0.28199953,-0.06896312,-0.18179047,0.019466646,0.06706251,0.3589971,0.02690499,0.09334961,-0.14564414,0.03251761,-0.23322234,0.22864805,-0.105651766,-0.094188266,-0.09830374,-0.025333196,0.058125705,-0.0785812,0.065968044,-0.09066003,-0.5144037,0.13825595,0.2647515,-0.3772044,-0.06658606,-0.0025421514,0.13750407,-0.19375902,0.24320525,0.0043281084,-0.005139846,0.24990736,0.15790184,0.14244223,0.08613506,0.26325285,0.46911183,0.34886578
